Date,年,季,月,月份名稱,年份月份,星期,工作日,年週序,交通匹配欄
2017/11/15 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週三,平日,2017W47,週2-4
2017/11/16 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週四,平日,2017W47,週2-4
2017/11/17 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週五,平日,2017W47,非參考日
2017/11/18 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週六,週末,2017W47,週六
2017/11/19 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週日,週末,2017W47,週日
2017/11/2 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週四,平日,2017W45,週2-4
2017/11/20 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週一,平日,2017W48,非參考日
2017/11/21 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週二,平日,2017W48,週2-4
2017/11/22 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週三,平日,2017W48,週2-4
2017/11/23 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週四,平日,2017W48,週2-4
2017/11/24 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週五,平日,2017W48,非參考日
2017/11/25 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週六,週末,2017W48,週六
2017/11/26 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週日,週末,2017W48,週日
2017/11/27 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週一,平日,2017W49,非參考日
2017/11/28 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週二,平日,2017W49,週2-4
2017/11/29 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週三,平日,2017W49,週2-4
2017/11/3 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週五,平日,2017W45,非參考日
2017/11/30 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週四,平日,2017W49,週2-4
2017/11/4 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週六,週末,2017W45,週六
2017/11/5 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週日,週末,2017W45,週日
2017/11/6 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週一,平日,2017W46,非參考日
2017/11/7 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週二,平日,2017W46,週2-4
2017/11/8 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週三,平日,2017W46,週2-4
2017/11/9 上午 12:00:00,2017,Q4,11,11月,2017-Nov,週四,平日,2017W46,週2-4
2017/12/1 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週五,平日,2017W49,非參考日
2017/12/10 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週日,週末,2017W50,週日
2017/12/11 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週一,平日,2017W51,非參考日
2017/12/12 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週二,平日,2017W51,週2-4
2017/12/13 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週三,平日,2017W51,週2-4
2017/12/14 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週四,平日,2017W51,週2-4
2017/12/15 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週五,平日,2017W51,非參考日
2017/12/16 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週六,週末,2017W51,週六
2017/12/17 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週日,週末,2017W51,週日
2017/12/18 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週一,平日,2017W52,非參考日
2017/12/19 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週二,平日,2017W52,週2-4
2017/12/2 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週六,週末,2017W49,週六
2017/12/20 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週三,平日,2017W52,週2-4
2017/12/21 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週四,平日,2017W52,週2-4
2017/12/22 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週五,平日,2017W52,非參考日
2017/12/23 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週六,週末,2017W52,週六
2017/12/24 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週日,週末,2017W52,週日
2017/12/25 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週一,平日,2017W53,非參考日
2017/12/26 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週二,平日,2017W53,週2-4
2017/12/27 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週三,平日,2017W53,週2-4
2017/12/28 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週四,平日,2017W53,週2-4
2017/12/29 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週五,平日,2017W53,非參考日
2017/12/3 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週日,週末,2017W49,週日
2017/12/30 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週六,週末,2017W53,週六
2017/12/31 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週日,週末,2017W53,週日
2017/12/4 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週一,平日,2017W50,非參考日
2017/12/5 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週二,平日,2017W50,週2-4
2017/12/6 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週三,平日,2017W50,週2-4
2017/12/7 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週四,平日,2017W50,週2-4
2017/12/8 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週五,平日,2017W50,非參考日
2017/12/9 上午 12:00:00,2017,Q4,12,12月,2017-Dec,週六,週末,2017W50,週六
2017/2/1 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週三,平日,2017W6,週2-4
2017/2/10 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週五,平日,2017W7,非參考日
2017/2/11 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週六,週末,2017W7,週六
2017/2/12 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週日,週末,2017W7,週日
2017/2/13 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週一,平日,2017W8,非參考日
2017/2/14 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週二,平日,2017W8,週2-4
2017/2/15 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週三,平日,2017W8,週2-4
2017/2/16 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週四,平日,2017W8,週2-4
2017/2/17 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週五,平日,2017W8,非參考日
2017/2/18 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週六,週末,2017W8,週六
2017/2/19 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週日,週末,2017W8,週日
2017/2/2 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週四,平日,2017W6,週2-4
2017/2/20 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週一,平日,2017W9,非參考日
2017/2/21 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週二,平日,2017W9,週2-4
2017/2/22 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週三,平日,2017W9,週2-4
2017/2/23 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週四,平日,2017W9,週2-4
2017/2/24 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週五,平日,2017W9,非參考日
2017/2/25 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週六,週末,2017W9,週六
2017/2/26 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週日,週末,2017W9,週日
2017/2/27 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週一,平日,2017W10,非參考日
2017/2/28 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週二,平日,2017W10,週2-4
2017/2/3 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週五,平日,2017W6,非參考日
2017/2/4 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週六,週末,2017W6,週六
2017/2/5 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週日,週末,2017W6,週日
2017/2/6 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週一,平日,2017W7,非參考日
2017/2/7 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週二,平日,2017W7,週2-4
2017/2/8 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週三,平日,2017W7,週2-4
2017/2/9 上午 12:00:00,2017,Q1,02,2月,2017-Feb,週四,平日,2017W7,週2-4
2017/3/1 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週三,平日,2017W10,週2-4
2017/3/10 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週五,平日,2017W11,非參考日
2017/3/11 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週六,週末,2017W11,週六
2017/3/12 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週日,週末,2017W11,週日
2017/3/13 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週一,平日,2017W12,非參考日
2017/3/14 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週二,平日,2017W12,週2-4
2017/3/15 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週三,平日,2017W12,週2-4
2017/3/16 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週四,平日,2017W12,週2-4
2017/3/17 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週五,平日,2017W12,非參考日
2017/3/18 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週六,週末,2017W12,週六
2017/3/19 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週日,週末,2017W12,週日
2017/3/2 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週四,平日,2017W10,週2-4
2017/3/20 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週一,平日,2017W13,非參考日
2017/3/21 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週二,平日,2017W13,週2-4
2017/3/22 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週三,平日,2017W13,週2-4
2017/3/23 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週四,平日,2017W13,週2-4
2017/3/24 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週五,平日,2017W13,非參考日
2017/3/25 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週六,週末,2017W13,週六
2017/3/26 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週日,週末,2017W13,週日
2017/3/27 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週一,平日,2017W14,非參考日
2017/3/28 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週二,平日,2017W14,週2-4
2017/3/29 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週三,平日,2017W14,週2-4
2017/3/3 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週五,平日,2017W10,非參考日
2017/3/30 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週四,平日,2017W14,週2-4
2017/3/31 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週五,平日,2017W14,非參考日
2017/3/4 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週六,週末,2017W10,週六
2017/3/5 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週日,週末,2017W10,週日
2017/3/6 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週一,平日,2017W11,非參考日
2017/3/7 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週二,平日,2017W11,週2-4
2017/3/8 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週三,平日,2017W11,週2-4
2017/3/9 上午 12:00:00,2017,Q1,03,3月,2017-Mar,週四,平日,2017W11,週2-4
2017/4/1 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週六,週末,2017W14,週六
2017/4/10 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週一,平日,2017W16,非參考日
2017/4/11 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週二,平日,2017W16,週2-4
2017/4/12 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週三,平日,2017W16,週2-4
2017/4/13 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週四,平日,2017W16,週2-4
2017/4/14 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週五,平日,2017W16,非參考日
2017/4/15 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週六,週末,2017W16,週六
2017/4/16 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週日,週末,2017W16,週日
2017/4/17 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週一,平日,2017W17,非參考日
2017/4/18 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週二,平日,2017W17,週2-4
2017/4/19 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週三,平日,2017W17,週2-4
2017/4/2 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週日,週末,2017W14,週日
2017/4/20 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週四,平日,2017W17,週2-4
2017/4/21 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週五,平日,2017W17,非參考日
2017/4/22 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週六,週末,2017W17,週六
2017/4/23 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週日,週末,2017W17,週日
2017/4/24 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週一,平日,2017W18,非參考日
2017/4/25 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週二,平日,2017W18,週2-4
2017/4/26 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週三,平日,2017W18,週2-4
2017/4/27 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週四,平日,2017W18,週2-4
2017/4/28 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週五,平日,2017W18,非參考日
2017/4/29 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週六,週末,2017W18,週六
2017/4/3 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週一,平日,2017W15,非參考日
2017/4/30 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週日,週末,2017W18,週日
2017/4/4 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週二,平日,2017W15,週2-4
2017/4/5 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週三,平日,2017W15,週2-4
2017/4/6 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週四,平日,2017W15,週2-4
2017/4/7 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週五,平日,2017W15,非參考日
2017/4/8 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週六,週末,2017W15,週六
2017/4/9 上午 12:00:00,2017,Q2,04,4月,2017-Apr,週日,週末,2017W15,週日
2017/5/1 上午 12:00:00,2017,Q2,05,5月,2017-May,週一,平日,2017W19,非參考日
2017/5/10 上午 12:00:00,2017,Q2,05,5月,2017-May,週三,平日,2017W20,週2-4
2017/5/11 上午 12:00:00,2017,Q2,05,5月,2017-May,週四,平日,2017W20,週2-4
2017/5/12 上午 12:00:00,2017,Q2,05,5月,2017-May,週五,平日,2017W20,非參考日
2017/5/13 上午 12:00:00,2017,Q2,05,5月,2017-May,週六,週末,2017W20,週六
2017/5/14 上午 12:00:00,2017,Q2,05,5月,2017-May,週日,週末,2017W20,週日
2017/5/15 上午 12:00:00,2017,Q2,05,5月,2017-May,週一,平日,2017W21,非參考日
2017/5/16 上午 12:00:00,2017,Q2,05,5月,2017-May,週二,平日,2017W21,週2-4
2017/5/17 上午 12:00:00,2017,Q2,05,5月,2017-May,週三,平日,2017W21,週2-4
2017/5/18 上午 12:00:00,2017,Q2,05,5月,2017-May,週四,平日,2017W21,週2-4
2017/5/19 上午 12:00:00,2017,Q2,05,5月,2017-May,週五,平日,2017W21,非參考日
2017/5/2 上午 12:00:00,2017,Q2,05,5月,2017-May,週二,平日,2017W19,週2-4
2017/5/20 上午 12:00:00,2017,Q2,05,5月,2017-May,週六,週末,2017W21,週六
2017/5/21 上午 12:00:00,2017,Q2,05,5月,2017-May,週日,週末,2017W21,週日
2017/5/22 上午 12:00:00,2017,Q2,05,5月,2017-May,週一,平日,2017W22,非參考日
2017/5/23 上午 12:00:00,2017,Q2,05,5月,2017-May,週二,平日,2017W22,週2-4
2017/5/24 上午 12:00:00,2017,Q2,05,5月,2017-May,週三,平日,2017W22,週2-4
2017/5/25 上午 12:00:00,2017,Q2,05,5月,2017-May,週四,平日,2017W22,週2-4
2017/5/26 上午 12:00:00,2017,Q2,05,5月,2017-May,週五,平日,2017W22,非參考日
2017/5/27 上午 12:00:00,2017,Q2,05,5月,2017-May,週六,週末,2017W22,週六
2017/5/28 上午 12:00:00,2017,Q2,05,5月,2017-May,週日,週末,2017W22,週日
2017/5/29 上午 12:00:00,2017,Q2,05,5月,2017-May,週一,平日,2017W23,非參考日
2017/5/3 上午 12:00:00,2017,Q2,05,5月,2017-May,週三,平日,2017W19,週2-4
2017/5/30 上午 12:00:00,2017,Q2,05,5月,2017-May,週二,平日,2017W23,週2-4
2017/5/31 上午 12:00:00,2017,Q2,05,5月,2017-May,週三,平日,2017W23,週2-4
2017/5/4 上午 12:00:00,2017,Q2,05,5月,2017-May,週四,平日,2017W19,週2-4
2017/5/5 上午 12:00:00,2017,Q2,05,5月,2017-May,週五,平日,2017W19,非參考日
2017/5/6 上午 12:00:00,2017,Q2,05,5月,2017-May,週六,週末,2017W19,週六
2017/5/7 上午 12:00:00,2017,Q2,05,5月,2017-May,週日,週末,2017W19,週日
2017/5/8 上午 12:00:00,2017,Q2,05,5月,2017-May,週一,平日,2017W20,非參考日
2017/5/9 上午 12:00:00,2017,Q2,05,5月,2017-May,週二,平日,2017W20,週2-4
2017/6/1 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週四,平日,2017W23,週2-4
2017/6/10 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週六,週末,2017W24,週六
2017/6/11 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週日,週末,2017W24,週日
2017/6/12 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週一,平日,2017W25,非參考日
2017/6/13 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週二,平日,2017W25,週2-4
2017/6/14 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週三,平日,2017W25,週2-4
2017/6/15 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週四,平日,2017W25,週2-4
2017/6/16 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週五,平日,2017W25,非參考日
2017/6/17 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週六,週末,2017W25,週六
2017/6/18 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週日,週末,2017W25,週日
2017/6/19 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週一,平日,2017W26,非參考日
2017/6/2 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週五,平日,2017W23,非參考日
2017/6/20 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週二,平日,2017W26,週2-4
2017/6/21 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週三,平日,2017W26,週2-4
2017/6/22 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週四,平日,2017W26,週2-4
2017/6/23 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週五,平日,2017W26,非參考日
2017/6/24 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週六,週末,2017W26,週六
2017/6/25 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週日,週末,2017W26,週日
2017/6/26 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週一,平日,2017W27,非參考日
2017/6/27 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週二,平日,2017W27,週2-4
2017/6/28 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週三,平日,2017W27,週2-4
2017/6/29 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週四,平日,2017W27,週2-4
2017/6/3 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週六,週末,2017W23,週六
2017/6/30 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週五,平日,2017W27,非參考日
2017/6/4 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週日,週末,2017W23,週日
2017/6/5 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週一,平日,2017W24,非參考日
2017/6/6 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週二,平日,2017W24,週2-4
2017/6/7 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週三,平日,2017W24,週2-4
2017/6/8 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週四,平日,2017W24,週2-4
2017/6/9 上午 12:00:00,2017,Q2,06,6月,2017-Jun,週五,平日,2017W24,非參考日
2017/7/1 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週六,週末,2017W27,週六
2017/7/10 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週一,平日,2017W29,非參考日
2017/7/11 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週二,平日,2017W29,週2-4
2017/7/12 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週三,平日,2017W29,週2-4
2017/7/13 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週四,平日,2017W29,週2-4
2017/7/14 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週五,平日,2017W29,非參考日
2017/7/15 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週六,週末,2017W29,週六
2017/7/16 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週日,週末,2017W29,週日
2017/7/17 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週一,平日,2017W30,非參考日
2017/7/18 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週二,平日,2017W30,週2-4
2017/7/19 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週三,平日,2017W30,週2-4
2017/7/2 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週日,週末,2017W27,週日
2017/7/20 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週四,平日,2017W30,週2-4
2017/7/21 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週五,平日,2017W30,非參考日
2017/7/22 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週六,週末,2017W30,週六
2017/7/23 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週日,週末,2017W30,週日
2017/7/24 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週一,平日,2017W31,非參考日
2017/7/25 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週二,平日,2017W31,週2-4
2017/7/26 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週三,平日,2017W31,週2-4
2017/7/27 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週四,平日,2017W31,週2-4
2017/7/28 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週五,平日,2017W31,非參考日
2017/7/29 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週六,週末,2017W31,週六
2017/7/3 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週一,平日,2017W28,非參考日
2017/7/30 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週日,週末,2017W31,週日
2017/7/31 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週一,平日,2017W32,非參考日
2017/7/4 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週二,平日,2017W28,週2-4
2017/7/5 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週三,平日,2017W28,週2-4
2017/7/6 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週四,平日,2017W28,週2-4
2017/7/7 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週五,平日,2017W28,非參考日
2017/7/8 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週六,週末,2017W28,週六
2017/7/9 上午 12:00:00,2017,Q3,07,7月,2017-Jul,週日,週末,2017W28,週日
2017/8/1 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週二,平日,2017W32,週2-4
2017/8/10 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週四,平日,2017W33,週2-4
2017/8/11 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週五,平日,2017W33,非參考日
2017/8/12 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週六,週末,2017W33,週六
2017/8/13 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週日,週末,2017W33,週日
2017/8/14 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週一,平日,2017W34,非參考日
2017/8/15 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週二,平日,2017W34,週2-4
2017/8/16 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週三,平日,2017W34,週2-4
2017/8/17 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週四,平日,2017W34,週2-4
2017/8/18 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週五,平日,2017W34,非參考日
2017/8/19 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週六,週末,2017W34,週六
2017/8/2 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週三,平日,2017W32,週2-4
2017/8/20 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週日,週末,2017W34,週日
2017/8/21 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週一,平日,2017W35,非參考日
2017/8/22 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週二,平日,2017W35,週2-4
2017/8/23 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週三,平日,2017W35,週2-4
2017/8/24 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週四,平日,2017W35,週2-4
2017/8/25 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週五,平日,2017W35,非參考日
2017/8/26 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週六,週末,2017W35,週六
2017/8/27 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週日,週末,2017W35,週日
2017/8/28 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週一,平日,2017W36,非參考日
2017/8/29 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週二,平日,2017W36,週2-4
2017/8/3 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週四,平日,2017W32,週2-4
2017/8/30 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週三,平日,2017W36,週2-4
2017/8/31 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週四,平日,2017W36,週2-4
2017/8/4 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週五,平日,2017W32,非參考日
2017/8/5 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週六,週末,2017W32,週六
2017/8/6 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週日,週末,2017W32,週日
2017/8/7 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週一,平日,2017W33,非參考日
2017/8/8 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週二,平日,2017W33,週2-4
2017/8/9 上午 12:00:00,2017,Q3,08,8月,2017-Aug,週三,平日,2017W33,週2-4
2017/9/1 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週五,平日,2017W36,非參考日
2017/9/10 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週日,週末,2017W37,週日
2017/9/11 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週一,平日,2017W38,非參考日
2017/9/12 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週二,平日,2017W38,週2-4
2017/9/13 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週三,平日,2017W38,週2-4
2017/9/14 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週四,平日,2017W38,週2-4
2017/9/15 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週五,平日,2017W38,非參考日
2017/9/16 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週六,週末,2017W38,週六
2017/9/17 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週日,週末,2017W38,週日
2017/9/18 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週一,平日,2017W39,非參考日
2017/9/19 上午 12:00:00,2017,Q3,09,9月,2017-Sep,週二,平日,2017W39,週2-4
